"","or_region","as_region","year","tot_compl","or_lat","or_long","as_lat","as_long"
"1624","NorthernAmerica","NorthernEurope",1994,0,45,-100,59,15
"1626","Oceania","NorthernEurope",1994,0,-20,135,59,15
"1627","South-EasternAsia","NorthernEurope",1994,91.5,3,114,59,15
"1628","SouthAmerica","NorthernEurope",1994,537.5,-25,-65,59,15
"1629","SouthernAfrica","NorthernEurope",1994,3,-23,30,59,15
"1630","SouthernAsia","NorthernEurope",1994,348.5,23,79,59,15
"1631","SouthernEurope","NorthernEurope",1994,4,40,9,59,15
"1632","WesternAfrica","NorthernEurope",1994,32,11,1,59,15
"1633","WesternAsia","NorthernEurope",1994,3027.5,24,42,59,15
"1634","WesternEurope","NorthernEurope",1994,0,50,5,59,15
"1635","Caribbean","Oceania",1994,0,21,-78,-20,135
"1636","CentralAmerica","Oceania",1994,1,16,-93,-20,135
"1637","CentralAsia","Oceania",1994,75.5,42,67,-20,135
"1638","EasternAfrica","Oceania",1994,415.5,3,40,-20,135
"1639","EasternAsia","Oceania",1994,34,41,116,-20,135
"1640","EasternEurope","Oceania",1994,3218.5,51,39,-20,135
"1641","MiddleAfrica","Oceania",1994,1,1,17,-20,135
"1642","NorthernAfrica","Oceania",1994,3,29,9,-20,135
"1643","NorthernAmerica","Oceania",1994,0,45,-100,-20,135
"1644","NorthernEurope","Oceania",1994,0,59,15,-20,135
"1646","South-EasternAsia","Oceania",1994,1751.5,3,114,-20,135
"1647","SouthAmerica","Oceania",1994,5,-25,-65,-20,135
"1648","SouthernAfrica","Oceania",1994,1,-23,30,-20,135
"1649","SouthernAsia","Oceania",1994,30,23,79,-20,135
"1650","SouthernEurope","Oceania",1994,1,40,9,-20,135
"1651","WesternAfrica","Oceania",1994,1.5,11,1,-20,135
"1652","WesternAsia","Oceania",1994,84.5,24,42,-20,135
"1653","WesternEurope","Oceania",1994,0,50,5,-20,135
"1654","Caribbean","South-EasternAsia",1994,0,21,-78,3,114
"1655","CentralAmerica","South-EasternAsia",1994,0,16,-93,3,114
"1656","CentralAsia","South-EasternAsia",1994,27,42,67,3,114
"1657","EasternAfrica","South-EasternAsia",1994,38,3,40,3,114
"1658","EasternAsia","South-EasternAsia",1994,0,41,116,3,114
"1659","EasternEurope","South-EasternAsia",1994,16,51,39,3,114
"1660","MiddleAfrica","South-EasternAsia",1994,4,1,17,3,114
"1661","NorthernAfrica","South-EasternAsia",1994,0,29,9,3,114
"1662","NorthernAmerica","South-EasternAsia",1994,0,45,-100,3,114
"1663","NorthernEurope","South-EasternAsia",1994,0,59,15,3,114
"1664","Oceania","South-EasternAsia",1994,0,-20,135,3,114
"1666","SouthAmerica","South-EasternAsia",1994,0,-25,-65,3,114
"1667","SouthernAfrica","South-EasternAsia",1994,0,-23,30,3,114
"1668","SouthernAsia","South-EasternAsia",1994,5,23,79,3,114
"1669","SouthernEurope","South-EasternAsia",1994,0,40,9,3,114
"1670","WesternAfrica","South-EasternAsia",1994,2,11,1,3,114
"1671","WesternAsia","South-EasternAsia",1994,3,24,42,3,114
"1672","WesternEurope","South-EasternAsia",1994,0,50,5,3,114
"1673","Caribbean","SouthAmerica",1994,146,21,-78,-25,-65
"1674","CentralAmerica","SouthAmerica",1994,7,16,-93,-25,-65
"1675","CentralAsia","SouthAmerica",1994,23,42,67,-25,-65
"1676","EasternAfrica","SouthAmerica",1994,3,3,40,-25,-65
"1677","EasternAsia","SouthAmerica",1994,1,41,116,-25,-65
"1678","EasternEurope","SouthAmerica",1994,19,51,39,-25,-65
"1679","MiddleAfrica","SouthAmerica",1994,25,1,17,-25,-65
"1680","NorthernAfrica","SouthAmerica",1994,1,29,9,-25,-65
"1681","NorthernAmerica","SouthAmerica",1994,0,45,-100,-25,-65
"1682","NorthernEurope","SouthAmerica",1994,3,59,15,-25,-65
"1683","Oceania","SouthAmerica",1994,0,-20,135,-25,-65
"1684","South-EasternAsia","SouthAmerica",1994,38,3,114,-25,-65
"1686","SouthernAfrica","SouthAmerica",1994,0,-23,30,-25,-65
"1687","SouthernAsia","SouthAmerica",1994,8,23,79,-25,-65
"1688","SouthernEurope","SouthAmerica",1994,1,40,9,-25,-65
"1689","WesternAfrica","SouthAmerica",1994,173,11,1,-25,-65
"1690","WesternAsia","SouthAmerica",1994,4,24,42,-25,-65
"1691","WesternEurope","SouthAmerica",1994,0,50,5,-25,-65
"1692","Caribbean","SouthernAfrica",1994,0,21,-78,-23,30
"1693","CentralAmerica","SouthernAfrica",1994,0,16,-93,-23,30
"1694","CentralAsia","SouthernAfrica",1994,6,42,67,-23,30
"1695","EasternAfrica","SouthernAfrica",1994,375.5,3,40,-23,30
"1696","EasternAsia","SouthernAfrica",1994,10,41,116,-23,30
"1697","EasternEurope","SouthernAfrica",1994,25,51,39,-23,30
"1698","MiddleAfrica","SouthernAfrica",1994,855,1,17,-23,30
"1699","NorthernAfrica","SouthernAfrica",1994,0,29,9,-23,30
"1700","NorthernAmerica","SouthernAfrica",1994,0,45,-100,-23,30
"1701","NorthernEurope","SouthernAfrica",1994,0,59,15,-23,30
"1702","Oceania","SouthernAfrica",1994,0,-20,135,-23,30
"1703","South-EasternAsia","SouthernAfrica",1994,0,3,114,-23,30
"1704","SouthAmerica","SouthernAfrica",1994,0,-25,-65,-23,30
"1706","SouthernAsia","SouthernAfrica",1994,88,23,79,-23,30
"1707","SouthernEurope","SouthernAfrica",1994,0,40,9,-23,30
"1708","WesternAfrica","SouthernAfrica",1994,156.5,11,1,-23,30
"1709","WesternAsia","SouthernAfrica",1994,0,24,42,-23,30
"1710","WesternEurope","SouthernAfrica",1994,0,50,5,-23,30
"1711","Caribbean","SouthernAsia",1994,0,21,-78,23,79
"1712","CentralAmerica","SouthernAsia",1994,0,16,-93,23,79
"1713","CentralAsia","SouthernAsia",1994,88,42,67,23,79
"1714","EasternAfrica","SouthernAsia",1994,241,3,40,23,79
"1715","EasternAsia","SouthernAsia",1994,0,41,116,23,79
"1716","EasternEurope","SouthernAsia",1994,2,51,39,23,79
"1717","MiddleAfrica","SouthernAsia",1994,0,1,17,23,79
"1718","NorthernAfrica","SouthernAsia",1994,4,29,9,23,79
"1719","NorthernAmerica","SouthernAsia",1994,0,45,-100,23,79
"1720","NorthernEurope","SouthernAsia",1994,0,59,15,23,79
"1721","Oceania","SouthernAsia",1994,0,-20,135,23,79
"1722","South-EasternAsia","SouthernAsia",1994,77,3,114,23,79
"1723","SouthAmerica","SouthernAsia",1994,0,-25,-65,23,79
"1724","SouthernAfrica","SouthernAsia",1994,0,-23,30,23,79
"1726","SouthernEurope","SouthernAsia",1994,0,40,9,23,79
"1727","WesternAfrica","SouthernAsia",1994,0,11,1,23,79
"1728","WesternAsia","SouthernAsia",1994,14,24,42,23,79
"1729","WesternEurope","SouthernAsia",1994,0,50,5,23,79
"1730","Caribbean","SouthernEurope",1994,138,21,-78,40,9
"1731","CentralAmerica","SouthernEurope",1994,0,16,-93,40,9
"1732","CentralAsia","SouthernEurope",1994,2,42,67,40,9
"1733","EasternAfrica","SouthernEurope",1994,112.5,3,40,40,9
"1734","EasternAsia","SouthernEurope",1994,2,41,116,40,9
"1735","EasternEurope","SouthernEurope",1994,5090,51,39,40,9
"1736","MiddleAfrica","SouthernEurope",1994,98,1,17,40,9
"1737","NorthernAfrica","SouthernEurope",1994,5,29,9,40,9
"1738","NorthernAmerica","SouthernEurope",1994,0,45,-100,40,9
"1739","NorthernEurope","SouthernEurope",1994,0,59,15,40,9
"1740","Oceania","SouthernEurope",1994,0,-20,135,40,9
"1741","South-EasternAsia","SouthernEurope",1994,6,3,114,40,9
"1742","SouthAmerica","SouthernEurope",1994,66,-25,-65,40,9
"1743","SouthernAfrica","SouthernEurope",1994,4.5,-23,30,40,9
"1744","SouthernAsia","SouthernEurope",1994,17,23,79,40,9
"1746","WesternAfrica","SouthernEurope",1994,10.5,11,1,40,9
"1747","WesternAsia","SouthernEurope",1994,333,24,42,40,9
"1748","WesternEurope","SouthernEurope",1994,0,50,5,40,9
"1749","Caribbean","WesternAfrica",1994,0,21,-78,11,1
"1750","CentralAmerica","WesternAfrica",1994,0,16,-93,11,1
"1751","CentralAsia","WesternAfrica",1994,1,42,67,11,1
"1752","EasternAfrica","WesternAfrica",1994,199,3,40,11,1
"1753","EasternAsia","WesternAfrica",1994,0,41,116,11,1
"1754","EasternEurope","WesternAfrica",1994,0,51,39,11,1
"1755","MiddleAfrica","WesternAfrica",1994,90,1,17,11,1
"1756","NorthernAfrica","WesternAfrica",1994,1,29,9,11,1
"1757","NorthernAmerica","WesternAfrica",1994,0,45,-100,11,1
"1758","NorthernEurope","WesternAfrica",1994,0,59,15,11,1
"1759","Oceania","WesternAfrica",1994,0,-20,135,11,1
"1760","South-EasternAsia","WesternAfrica",1994,7,3,114,11,1
"1761","SouthAmerica","WesternAfrica",1994,0,-25,-65,11,1
"1762","SouthernAfrica","WesternAfrica",1994,1,-23,30,11,1
"1763","SouthernAsia","WesternAfrica",1994,0,23,79,11,1
"1764","SouthernEurope","WesternAfrica",1994,0,40,9,11,1
"1766","WesternAsia","WesternAfrica",1994,3,24,42,11,1
"1767","WesternEurope","WesternAfrica",1994,0,50,5,11,1
"1768","Caribbean","WesternAsia",1994,0,21,-78,24,42
"1769","CentralAmerica","WesternAsia",1994,0,16,-93,24,42
"1770","CentralAsia","WesternAsia",1994,21372.5,42,67,24,42
"1771","EasternAfrica","WesternAsia",1994,1048,3,40,24,42
"1772","EasternAsia","WesternAsia",1994,0,41,116,24,42
"1773","EasternEurope","WesternAsia",1994,3273,51,39,24,42
"1774","MiddleAfrica","WesternAsia",1994,0,1,17,24,42
"1775","NorthernAfrica","WesternAsia",1994,7,29,9,24,42
"1776","NorthernAmerica","WesternAsia",1994,0,45,-100,24,42
"1777","NorthernEurope","WesternAsia",1994,0,59,15,24,42
"1778","Oceania","WesternAsia",1994,0,-20,135,24,42
"1779","South-EasternAsia","WesternAsia",1994,0,3,114,24,42
"1780","SouthAmerica","WesternAsia",1994,0,-25,-65,24,42
"1781","SouthernAfrica","WesternAsia",1994,0,-23,30,24,42
"1782","SouthernAsia","WesternAsia",1994,0,23,79,24,42
"1783","SouthernEurope","WesternAsia",1994,13,40,9,24,42
"1784","WesternAfrica","WesternAsia",1994,9.5,11,1,24,42
"1786","WesternEurope","WesternAsia",1994,0,50,5,24,42
"1787","Caribbean","WesternEurope",1994,17,21,-78,50,5
"1788","CentralAmerica","WesternEurope",1994,7,16,-93,50,5
"1789","CentralAsia","WesternEurope",1994,2894.5,42,67,50,5
"1790","EasternAfrica","WesternEurope",1994,5456.5,3,40,50,5
"1791","EasternAsia","WesternEurope",1994,320,41,116,50,5
"1792","EasternEurope","WesternEurope",1994,85197.5,51,39,50,5
"1793","MiddleAfrica","WesternEurope",1994,891.5,1,17,50,5
"1794","NorthernAfrica","WesternEurope",1994,4376.5,29,9,50,5
"1795","NorthernAmerica","WesternEurope",1994,5,45,-100,50,5
"1796","NorthernEurope","WesternEurope",1994,60.5,59,15,50,5
"1797","Oceania","WesternEurope",1994,2,-20,135,50,5
"1798","South-EasternAsia","WesternEurope",1994,1292.5,3,114,50,5
"1799","SouthAmerica","WesternEurope",1994,99.5,-25,-65,50,5
"1800","SouthernAfrica","WesternEurope",1994,16,-23,30,50,5
"1801","SouthernAsia","WesternEurope",1994,700,23,79,50,5
"1802","SouthernEurope","WesternEurope",1994,41,40,9,50,5
"1803","WesternAfrica","WesternEurope",1994,493,11,1,50,5
"1804","WesternAsia","WesternEurope",1994,4660.5,24,42,50,5
"1807","CentralAmerica","Caribbean",1995,2,16,-93,21,-78
"1808","CentralAsia","Caribbean",1995,0,42,67,21,-78
"1809","EasternAfrica","Caribbean",1995,2,3,40,21,-78
"1810","EasternAsia","Caribbean",1995,0,41,116,21,-78
"1811","EasternEurope","Caribbean",1995,0,51,39,21,-78
"1812","MiddleAfrica","Caribbean",1995,0,1,17,21,-78
"1813","NorthernAfrica","Caribbean",1995,0,29,9,21,-78
"1814","NorthernAmerica","Caribbean",1995,0,45,-100,21,-78
"1815","NorthernEurope","Caribbean",1995,0,59,15,21,-78
"1816","Oceania","Caribbean",1995,0,-20,135,21,-78
"1817","South-EasternAsia","Caribbean",1995,0,3,114,21,-78
"1818","SouthAmerica","Caribbean",1995,5,-25,-65,21,-78
"1819","SouthernAfrica","Caribbean",1995,1,-23,30,21,-78
"1820","SouthernAsia","Caribbean",1995,0,23,79,21,-78
"1821","SouthernEurope","Caribbean",1995,0,40,9,21,-78
"1822","WesternAfrica","Caribbean",1995,3,11,1,21,-78
"1823","WesternAsia","Caribbean",1995,1,24,42,21,-78
"1824","WesternEurope","Caribbean",1995,0,50,5,21,-78
"1825","Caribbean","CentralAmerica",1995,176,21,-78,16,-93
"1827","CentralAsia","CentralAmerica",1995,2,42,67,16,-93
"1828","EasternAfrica","CentralAmerica",1995,2,3,40,16,-93
"1829","EasternAsia","CentralAmerica",1995,0,41,116,16,-93
"1830","EasternEurope","CentralAmerica",1995,6,51,39,16,-93
"1831","MiddleAfrica","CentralAmerica",1995,3,1,17,16,-93
"1832","NorthernAfrica","CentralAmerica",1995,0,29,9,16,-93
"1833","NorthernAmerica","CentralAmerica",1995,0.5,45,-100,16,-93
"1834","NorthernEurope","CentralAmerica",1995,0,59,15,16,-93
"1835","Oceania","CentralAmerica",1995,0,-20,135,16,-93
"1836","South-EasternAsia","CentralAmerica",1995,0.5,3,114,16,-93
"1837","SouthAmerica","CentralAmerica",1995,28,-25,-65,16,-93
"1838","SouthernAfrica","CentralAmerica",1995,0,-23,30,16,-93
"1839","SouthernAsia","CentralAmerica",1995,1,23,79,16,-93
"1840","SouthernEurope","CentralAmerica",1995,0,40,9,16,-93
"1841","WesternAfrica","CentralAmerica",1995,5,11,1,16,-93
"1842","WesternAsia","CentralAmerica",1995,3,24,42,16,-93
"1843","WesternEurope","CentralAmerica",1995,0,50,5,16,-93
"1844","Caribbean","CentralAsia",1995,0,21,-78,42,67
"1845","CentralAmerica","CentralAsia",1995,0,16,-93,42,67
"1847","EasternAfrica","CentralAsia",1995,1,3,40,42,67
"1848","EasternAsia","CentralAsia",1995,3,41,116,42,67
"1849","EasternEurope","CentralAsia",1995,2634.5,51,39,42,67
"1850","MiddleAfrica","CentralAsia",1995,0,1,17,42,67
"1851","NorthernAfrica","CentralAsia",1995,0,29,9,42,67
"1852","NorthernAmerica","CentralAsia",1995,0,45,-100,42,67
"1853","NorthernEurope","CentralAsia",1995,0,59,15,42,67
"1854","Oceania","CentralAsia",1995,0,-20,135,42,67
"1855","South-EasternAsia","CentralAsia",1995,0,3,114,42,67
"1856","SouthAmerica","CentralAsia",1995,0,-25,-65,42,67
"1857","SouthernAfrica","CentralAsia",1995,0,-23,30,42,67
"1858","SouthernAsia","CentralAsia",1995,2,23,79,42,67
"1859","SouthernEurope","CentralAsia",1995,0,40,9,42,67
"1860","WesternAfrica","CentralAsia",1995,1,11,1,42,67
"1861","WesternAsia","CentralAsia",1995,26,24,42,42,67
"1862","WesternEurope","CentralAsia",1995,0,50,5,42,67
"1863","Caribbean","EasternAfrica",1995,0,21,-78,3,40
"1864","CentralAmerica","EasternAfrica",1995,0,16,-93,3,40
"1865","CentralAsia","EasternAfrica",1995,0,42,67,3,40
"1867","EasternAsia","EasternAfrica",1995,0,41,116,3,40
"1868","EasternEurope","EasternAfrica",1995,0,51,39,3,40
"1869","MiddleAfrica","EasternAfrica",1995,7847.5,1,17,3,40
"1870","NorthernAfrica","EasternAfrica",1995,0,29,9,3,40
"1871","NorthernAmerica","EasternAfrica",1995,0,45,-100,3,40
"1872","NorthernEurope","EasternAfrica",1995,0,59,15,3,40
"1873","Oceania","EasternAfrica",1995,0,-20,135,3,40
"1874","South-EasternAsia","EasternAfrica",1995,0,3,114,3,40
"1875","SouthAmerica","EasternAfrica",1995,0,-25,-65,3,40
"1876","SouthernAfrica","EasternAfrica",1995,75,-23,30,3,40
"1877","SouthernAsia","EasternAfrica",1995,0,23,79,3,40
"1878","SouthernEurope","EasternAfrica",1995,0,40,9,3,40
"1879","WesternAfrica","EasternAfrica",1995,24.5,11,1,3,40
"1880","WesternAsia","EasternAfrica",1995,3,24,42,3,40
"1881","WesternEurope","EasternAfrica",1995,0,50,5,3,40
"1882","Caribbean","EasternAsia",1995,0,21,-78,41,116
"1883","CentralAmerica","EasternAsia",1995,0,16,-93,41,116
"1884","CentralAsia","EasternAsia",1995,4,42,67,41,116
"1885","EasternAfrica","EasternAsia",1995,7,3,40,41,116
"1887","EasternEurope","EasternAsia",1995,0,51,39,41,116
"1888","MiddleAfrica","EasternAsia",1995,0,1,17,41,116
"1889","NorthernAfrica","EasternAsia",1995,0,29,9,41,116
"1890","NorthernAmerica","EasternAsia",1995,0,45,-100,41,116
"1891","NorthernEurope","EasternAsia",1995,0,59,15,41,116
"1892","Oceania","EasternAsia",1995,0,-20,135,41,116
"1893","South-EasternAsia","EasternAsia",1995,1169,3,114,41,116
"1894","SouthAmerica","EasternAsia",1995,0,-25,-65,41,116
"1895","SouthernAfrica","EasternAsia",1995,0,-23,30,41,116
"1896","SouthernAsia","EasternAsia",1995,2,23,79,41,116
"1897","SouthernEurope","EasternAsia",1995,0,40,9,41,116
"1898","WesternAfrica","EasternAsia",1995,2,11,1,41,116
"1899","WesternAsia","EasternAsia",1995,0,24,42,41,116
"1900","WesternEurope","EasternAsia",1995,0,50,5,41,116
"1901","Caribbean","EasternEurope",1995,0,21,-78,51,39
"1902","CentralAmerica","EasternEurope",1995,0,16,-93,51,39
"1903","CentralAsia","EasternEurope",1995,36755.5,42,67,51,39
"1904","EasternAfrica","EasternEurope",1995,74.5,3,40,51,39
"1905","EasternAsia","EasternEurope",1995,6,41,116,51,39
"1907","MiddleAfrica","EasternEurope",1995,12,1,17,51,39
"1908","NorthernAfrica","EasternEurope",1995,6,29,9,51,39
"1909","NorthernAmerica","EasternEurope",1995,0,45,-100,51,39
"1910","NorthernEurope","EasternEurope",1995,459.5,59,15,51,39
"1911","Oceania","EasternEurope",1995,0,-20,135,51,39
"1912","South-EasternAsia","EasternEurope",1995,1,3,114,51,39
"1913","SouthAmerica","EasternEurope",1995,0,-25,-65,51,39
"1914","SouthernAfrica","EasternEurope",1995,1,-23,30,51,39
"1915","SouthernAsia","EasternEurope",1995,11,23,79,51,39
"1916","SouthernEurope","EasternEurope",1995,0,40,9,51,39
"1917","WesternAfrica","EasternEurope",1995,12.5,11,1,51,39
"1918","WesternAsia","EasternEurope",1995,19073,24,42,51,39
"1919","WesternEurope","EasternEurope",1995,0,50,5,51,39
"1920","Caribbean","MiddleAfrica",1995,1.5,21,-78,1,17
"1921","CentralAmerica","MiddleAfrica",1995,0,16,-93,1,17
"1922","CentralAsia","MiddleAfrica",1995,0,42,67,1,17
"1923","EasternAfrica","MiddleAfrica",1995,1580,3,40,1,17
"1924","EasternAsia","MiddleAfrica",1995,0,41,116,1,17
"1925","EasternEurope","MiddleAfrica",1995,0,51,39,1,17
"1927","NorthernAfrica","MiddleAfrica",1995,0,29,9,1,17
"1928","NorthernAmerica","MiddleAfrica",1995,0,45,-100,1,17
"1929","NorthernEurope","MiddleAfrica",1995,0,59,15,1,17
"1930","Oceania","MiddleAfrica",1995,0,-20,135,1,17
"1931","South-EasternAsia","MiddleAfrica",1995,2,3,114,1,17
"1932","SouthAmerica","MiddleAfrica",1995,0,-25,-65,1,17
"1933","SouthernAfrica","MiddleAfrica",1995,3,-23,30,1,17
"1934","SouthernAsia","MiddleAfrica",1995,0,23,79,1,17
"1935","SouthernEurope","MiddleAfrica",1995,0,40,9,1,17
"1936","WesternAfrica","MiddleAfrica",1995,133,11,1,1,17
"1937","WesternAsia","MiddleAfrica",1995,0,24,42,1,17
"1938","WesternEurope","MiddleAfrica",1995,0,50,5,1,17
"1939","Caribbean","NorthernAfrica",1995,0,21,-78,29,9
"1940","CentralAmerica","NorthernAfrica",1995,0,16,-93,29,9
"1941","CentralAsia","NorthernAfrica",1995,1,42,67,29,9
"1942","EasternAfrica","NorthernAfrica",1995,2461,3,40,29,9
"1943","EasternAsia","NorthernAfrica",1995,1,41,116,29,9
"1944","EasternEurope","NorthernAfrica",1995,19,51,39,29,9
"1945","MiddleAfrica","NorthernAfrica",1995,6,1,17,29,9
"1947","NorthernAmerica","NorthernAfrica",1995,0,45,-100,29,9
"1948","NorthernEurope","NorthernAfrica",1995,1,59,15,29,9
"1949","Oceania","NorthernAfrica",1995,0,-20,135,29,9
"1950","South-EasternAsia","NorthernAfrica",1995,0,3,114,29,9
"1951","SouthAmerica","NorthernAfrica",1995,1,-25,-65,29,9
"1952","SouthernAfrica","NorthernAfrica",1995,0,-23,30,29,9
"1953","SouthernAsia","NorthernAfrica",1995,1,23,79,29,9
"1954","SouthernEurope","NorthernAfrica",1995,4,40,9,29,9
"1955","WesternAfrica","NorthernAfrica",1995,33,11,1,29,9
"1956","WesternAsia","NorthernAfrica",1995,376,24,42,29,9
"1957","WesternEurope","NorthernAfrica",1995,0,50,5,29,9
"1958","Caribbean","NorthernAmerica",1995,4304,21,-78,45,-100
"1959","CentralAmerica","NorthernAmerica",1995,1518,16,-93,45,-100
"1960","CentralAsia","NorthernAmerica",1995,292,42,67,45,-100
"1961","EasternAfrica","NorthernAmerica",1995,5382,3,40,45,-100
"1962","EasternAsia","NorthernAmerica",1995,16,41,116,45,-100
"1963","EasternEurope","NorthernAmerica",1995,17734,51,39,45,-100
"1964","MiddleAfrica","NorthernAmerica",1995,481,1,17,45,-100
"1965","NorthernAfrica","NorthernAmerica",1995,587,29,9,45,-100
"1967","NorthernEurope","NorthernAmerica",1995,55,59,15,45,-100
"1968","Oceania","NorthernAmerica",1995,76,-20,135,45,-100
"1969","South-EasternAsia","NorthernAmerica",1995,449,3,114,45,-100
"1970","SouthAmerica","NorthernAmerica",1995,1085,-25,-65,45,-100
"1971","SouthernAfrica","NorthernAmerica",1995,17,-23,30,45,-100
"1972","SouthernAsia","NorthernAmerica",1995,3051,23,79,45,-100
"1973","SouthernEurope","NorthernAmerica",1995,45,40,9,45,-100
"1974","WesternAfrica","NorthernAmerica",1995,1511,11,1,45,-100
"1975","WesternAsia","NorthernAmerica",1995,5722,24,42,45,-100
"1976","WesternEurope","NorthernAmerica",1995,26,50,5,45,-100
"1977","Caribbean","NorthernEurope",1995,57,21,-78,59,15
"1978","CentralAmerica","NorthernEurope",1995,6,16,-93,59,15
"1979","CentralAsia","NorthernEurope",1995,610,42,67,59,15
"1980","EasternAfrica","NorthernEurope",1995,1500.5,3,40,59,15
"1981","EasternAsia","NorthernEurope",1995,11,41,116,59,15
"1982","EasternEurope","NorthernEurope",1995,20924.5,51,39,59,15
"1983","MiddleAfrica","NorthernEurope",1995,43.5,1,17,59,15
"1984","NorthernAfrica","NorthernEurope",1995,18,29,9,59,15
"1985","NorthernAmerica","NorthernEurope",1995,0,45,-100,59,15
"1987","Oceania","NorthernEurope",1995,1,-20,135,59,15
"1988","South-EasternAsia","NorthernEurope",1995,87,3,114,59,15
"1989","SouthAmerica","NorthernEurope",1995,123,-25,-65,59,15
"1990","SouthernAfrica","NorthernEurope",1995,1,-23,30,59,15
"1991","SouthernAsia","NorthernEurope",1995,253,23,79,59,15
"1992","SouthernEurope","NorthernEurope",1995,0,40,9,59,15
"1993","WesternAfrica","NorthernEurope",1995,22,11,1,59,15
"1994","WesternAsia","NorthernEurope",1995,2530.5,24,42,59,15
"1995","WesternEurope","NorthernEurope",1995,2,50,5,59,15
"1996","Caribbean","Oceania",1995,1,21,-78,-20,135
"1997","CentralAmerica","Oceania",1995,7,16,-93,-20,135
"1998","CentralAsia","Oceania",1995,15.5,42,67,-20,135
"1999","EasternAfrica","Oceania",1995,586.5,3,40,-20,135
